timestamp,solving_id,question_id,user_answer,elapsed_time,user_id,bundle_id,explanation_id,correct_answer,part,tags,deployed_at
2018-03-25 17:34:05.744,31,q4410,b,9000,u145242,b2942,e2942,b,5,98,2019-09-16 11:37:00.403
2018-03-25 17:34:20.300,32,q8936,a,5000,u145242,b6287,e6287,a,5,78,2019-10-17 02:59:58.251
2018-03-25 17:34:35.257,33,q3935,b,8000,u145242,b2467,e2467,a,5,142,2018-05-18 09:34:39.176
2018-03-25 17:35:09.671,34,q4539,b,28000,u145242,b3071,e3071,a,5,145,2018-07-06 03:16:15.642
2018-03-25 17:35:23.695,35,q3778,c,8000,u145242,b2310,e2310,c,5,86,2019-08-09 08:04:08.142
2018-03-25 17:35:52.269,36,q9062,c,21000,u145242,b6413,e6413,d,5,85,2018-05-18 09:47:07.344
2018-03-26 17:27:13.419,37,q6146,d,10000,u145242,b4678,e4678,d,5,85,2019-06-24 08:55:31.234
2018-03-26 17:27:36.148,38,q6494,c,14000,u145242,b5026,e5026,c,5,113,2019-08-09 07:54:16.384
2018-03-26 17:27:55.238,39,q5390,c,9000,u145242,b3922,e3922,c,5,138,2019-10-17 02:17:32.586
2018-03-26 17:28:13.013,40,q8371,c,10000,u145242,b5722,e5722,c,5,88,2019-03-22 10:01:03.267
2018-03-26 17:28:40.569,41,q5130,b,19000,u145242,b3662,e3662,b,5,74,2019-09-16 12:18:56.481
2018-03-26 17:28:54.571,42,q8482,b,6000,u145242,b5833,e5833,a,5,108,2018-05-18 09:00:33.522
2018-03-26 17:29:15.467,43,q9616,a,10000,u145242,b6967,e6967,a,5,119,2019-08-09 07:40:54.147
2018-03-26 17:29:26.236,44,q8381,a,4000,u145242,b5732,e5732,c,5,84,2019-03-22 10:01:23.421
2018-03-26 17:29:39.363,45,q5378,d,6000,u145242,b3910,e3910,d,5,98,2019-10-17 02:17:11.203
2018-03-26 17:30:19.083,46,q4023,d,33000,u145242,b2555,e2555,d,5,130,2019-07-12 00:08:47.009
2018-03-27 06:23:03.038,47,q1340,a,18000,u145242,b1340,e1340,a,2,44;49;181;185,2019-10-30 05:15:30.675
2018-03-27 06:23:29.033,48,q1134,b,14000,u145242,b1134,e1134,b,2,24;26;184;181,1969-12-31 23:59:59.999
2018-03-27 06:24:01.781,49,q839,c,19000,u145242,b839,e839,c,2,24;40;181;183,1969-12-31 23:59:59.999
2018-03-27 06:24:56.889,50,q295,c,16000,u145242,b295,e295,c,2,34;42;181;182,2019-10-30 05:15:57.626
2018-03-27 06:25:45.056,51,q358,c,20000,u145242,b358,e358,c,2,34;35;181;183,1969-12-31 23:59:59.999
2018-03-27 06:26:08.292,52,q657,a,17000,u145242,b657,e657,a,2,27;179;28;45;181;182,2019-03-22 09:56:45.927
2018-03-27 06:26:45.501,53,q494,b,16000,u145242,b494,e494,b,2,36;37;181;183,1969-12-31 23:59:59.999
2018-03-27 06:27:31.223,54,q11249,b,22000,u145242,b8302,e8302,b,2,30;44;49;183;184,2019-10-30 05:22:08.319
2018-03-27 06:28:12.121,55,q729,b,19000,u145242,b729,e729,b,2,27;36;37;183;181,2019-07-26 07:21:49.268
2018-03-27 06:28:39.134,56,q853,b,17000,u145242,b853,e853,b,2,31;32;183;185,2019-10-30 05:20:48.725
2018-03-27 16:57:00.134,57,q3928,b,11000,u145242,b2460,e2460,b,5,141,2018-05-18 09:34:21.083
2018-03-27 16:57:24.668,58,q8504,d,19000,u145242,b5855,e5855,d,5,85,2019-11-18 08:22:59.236
2018-03-27 16:57:44.967,59,q6175,d,11000,u145242,b4707,e4707,d,5,97,2019-07-26 07:19:10.386
2018-03-27 16:58:07.732,60,q8700,a,16000,u145242,b6051,e6051,a,5,121,2018-02-20 06:00:26.180
2018-03-27 16:58:22.675,61,q4729,c,7000,u145242,b3261,e3261,c,5,91,2019-06-24 09:02:05.137
2018-03-27 16:58:36.108,62,q9844,d,6000,u145242,b7195,e7195,d,5,77,2019-10-17 03:13:39.532
2018-03-27 16:58:51.156,63,q5763,d,8000,u145242,b4295,e4295,d,5,101,2019-09-16 12:08:40.190
2018-03-27 16:59:13.444,64,q3779,d,15000,u145242,b2311,e2311,d,5,106,2019-08-09 08:04:09.758
2018-03-27 16:59:38.089,65,q4470,a,18000,u145242,b3002,e3002,a,5,109,2019-08-09 07:50:18.480
2018-03-27 17:00:03.127,66,q9140,c,17000,u145242,b6491,e6491,c,5,85,2018-04-06 05:51:54.000
2018-03-27 17:01:37.397,67,q1201,c,17000,u145242,b1201,e1201,c,2,38;37;184;182,2018-05-18 09:27:16.660
2018-03-27 17:02:06.520,68,q11261,a,18000,u145242,b8314,e8314,b,2,30;44;49;184;181,2019-10-30 05:28:42.383
2018-03-27 17:02:50.261,69,q892,c,17000,u145242,b892,e892,c,2,27;24;26;183;181,2017-12-29 15:34:31.817
2018-03-27 17:03:17.718,70,q540,b,18000,u145242,b540,e540,b,2,28;45;184;183,2019-10-30 05:23:08.754
2018-03-27 17:03:42.798,71,q980,a,18000,u145242,b980,e980,a,2,36;37;181;182,2017-12-29 15:53:47.402
2018-03-27 17:04:22.293,72,q11263,a,18000,u145242,b8316,e8316,b,2,30;44;49;182;183,1969-12-31 23:59:59.999
2018-03-27 17:04:53.618,73,q1078,c,16000,u145242,b1078,e1078,c,2,28;29;182;181,2019-06-24 08:58:11.178
2018-03-27 17:05:16.801,74,q600,c,17000,u145242,b600,e600,c,2,23;24;33;184;181,1969-12-31 23:59:59.999
2018-03-27 17:05:43.452,75,q766,a,14000,u145242,b766,e766,a,2,24;41;185;183,1969-12-31 23:59:59.999
2018-03-27 17:06:11.180,76,q11259,b,16000,u145242,b8312,e8312,b,2,27;44;49;181;184,2019-10-30 05:28:38.999
2018-03-28 00:56:12.919,77,q1063,b,16000,u145242,b1063,e1063,b,2,23;24;33;183;181,2019-10-30 05:07:31.220
2018-03-28 13:12:07.474,78,q661,a,20000,u145242,b661,e661,c,2,30;28;49;181;182,2019-03-22 09:56:52.510
2018-03-28 13:12:54.957,79,q1325,b,16000,u145242,b1325,e1325,b,2,30;38;39;181;185,1969-12-31 23:59:59.999
2018-03-28 13:13:51.483,80,q11262,a,16000,u145242,b8315,e8315,a,2,30;44;49;183;182,1969-12-31 23:59:59.999
2018-03-28 13:14:36.831,81,q1273,c,16000,u145242,b1273,e1273,c,2,24;50;184;181,1969-12-31 23:59:59.999
2018-03-28 13:15:10.947,82,q1205,c,16000,u145242,b1205,e1205,c,2,179;38;39;181;183,2019-06-24 09:21:10.265
2018-03-28 13:15:45.559,83,q518,b,17000,u145242,b518,e518,b,2,24;25;181;185,2019-10-30 05:22:32.957
2018-03-28 13:16:11.034,84,q637,a,17000,u145242,b637,e637,a,2,30;34;35;181;183,2019-06-24 09:19:43.055
2018-03-28 13:16:52.812,85,q543,b,16000,u145242,b543,e543,b,2,24;50;182;183,2019-06-24 08:46:47.944
2018-03-28 13:17:20.311,86,q436,a,18000,u145242,b436,e436,c,2,28;42;183;181,1969-12-31 23:59:59.999
2018-03-28 16:00:50.387,87,q6390,b,32000,u145242,b4922,e4922,b,5,111,2019-07-12 00:26:33.802
2018-03-28 16:01:24.375,88,q5853,b,14000,u145242,b4385,e4385,b,5,80,2018-02-20 05:23:32.758
2018-03-28 16:01:37.513,89,q4035,d,5000,u145242,b2567,e2567,d,5,81,2019-10-17 03:04:19.038
2018-03-28 16:02:02.684,90,q9074,c,17000,u145242,b6425,e6425,c,5,76,2018-05-18 09:47:47.006
2018-03-28 16:02:28.099,91,q5392,a,10000,u145242,b3924,e3924,a,5,138,2019-10-17 02:17:36.181
2018-03-28 16:02:48.914,92,q5315,a,14000,u145242,b3847,e3847,a,5,92,2019-10-17 02:15:07.298
2018-03-28 16:03:07.814,93,q4787,a,12000,u145242,b3319,e3319,a,5,80,2019-06-24 09:03:55.734
2018-03-28 16:03:50.324,94,q8986,d,29000,u145242,b6337,e6337,b,5,78,2019-10-17 03:01:42.420
2018-03-28 16:04:09.159,95,q5283,c,4000,u145242,b3815,e3815,c,5,93,2019-10-17 02:14:09.257
2018-03-28 16:04:29.937,96,q5222,c,13000,u145242,b3754,e3754,c,5,90,2019-10-17 02:07:58.512
2018-03-29 00:51:44.782,97,q1258,c,24000,u145242,b1258,e1258,a,2,28;42;185;183,2019-07-12 00:01:29.778
2018-03-29 00:52:30.864,98,q1073,c,29000,u145242,b1073,e1073,c,2,24;41;182;183,2019-06-24 08:58:04.150
2018-03-29 00:52:58.704,99,q473,b,19000,u145242,b473,e473,b,2,24;43;181;183,2019-10-30 05:28:22.111
2018-03-29 00:53:46.306,100,q480,b,18000,u145242,b480,e480,a,2,24;43;184;182,1969-12-31 23:59:59.999
2018-03-29 00:54:36.958,101,q994,a,21000,u145242,b994,e994,c,2,24;41;181;183,2019-01-17 02:39:53.882
2018-03-29 00:55:11.992,102,q506,b,20000,u145242,b506,e506,b,2,44;45;184;182,2019-09-16 11:53:13.144
2018-03-29 00:55:36.789,103,q467,a,15000,u145242,b467,e467,a,2,27;46;47;183;184,2019-10-30 05:28:11.797
2018-03-29 00:55:58.698,104,q1338,b,16000,u145242,b1338,e1338,b,2,28;37;184;181,1969-12-31 23:59:59.999
2018-03-29 00:56:28.250,105,q809,c,17000,u145242,b809,e809,c,2,24;50;184;181,2017-12-29 16:05:36.866
2018-03-29 00:56:51.791,106,q1111,a,16000,u145242,b1111,e1111,a,2,179;44;49;185;183,2019-11-18 08:20:41.120
2018-03-29 03:35:51.845,107,q1258,c,19000,u145242,b1258,e1258,a,2,28;42;185;183,2019-07-12 00:01:29.778
2018-03-29 03:36:41.149,108,q436,c,19000,u145242,b436,e436,c,2,28;42;183;181,1969-12-31 23:59:59.999
2018-03-29 15:31:17.486,109,q4199,d,38000,u145242,b2731,e2731,b,5,124,2019-09-17 02:47:38.012
2018-03-29 15:32:06.896,110,q9881,b,14000,u145242,b7232,e7232,b,5,74,2018-05-18 09:38:18.608
2018-03-29 15:32:22.985,111,q4519,a,9000,u145242,b3051,e3051,a,5,117,2019-08-09 07:51:43.969
2018-03-29 15:32:45.808,112,q5626,c,16000,u145242,b4158,e4158,c,5,83,2019-08-09 08:09:52.952
2018-03-29 15:33:17.055,113,q4564,a,19000,u145242,b3096,e3096,a,5,131,2019-08-09 07:53:00.716
2018-03-29 15:33:46.883,114,q9755,a,23000,u145242,b7106,e7106,c,5,74,2018-05-18 09:28:41.322
2018-03-29 15:34:20.159,115,q8396,d,11000,u145242,b5747,e5747,d,5,105,2018-05-18 08:57:36.679
2018-03-29 15:34:53.066,116,q5681,d,25000,u145242,b4213,e4213,d,5,89,2019-09-16 12:05:08.262
2018-03-29 15:35:11.007,117,q4270,d,10000,u145242,b2802,e2802,b,5,98,2019-10-30 05:14:47.092
2018-03-29 15:35:53.014,118,q3979,a,20000,u145242,b2511,e2511,b,5,83,2018-12-21 10:15:35.940
2018-03-29 15:36:39.450,119,q1400,a,16000,u145242,b1400,e1400,a,2,46;47;184;182,2019-10-30 05:35:56.317
2018-03-29 15:37:03.537,120,q754,a,18000,u145242,b754,e754,a,2,28;29;183;184,2017-12-29 16:02:03.127
2018-03-29 15:37:26.312,121,q342,c,16000,u145242,b342,e342,c,2,179;46;47;183;181,2018-05-18 09:08:23.033
2018-03-29 15:37:49.168,122,q878,a,16000,u145242,b878,e878,b,2,51;24;26;183;181,2017-12-29 15:32:12.552
2018-03-29 15:38:22.699,123,q595,c,15000,u145242,b595,e595,c,2,27;24;25;184;181,1969-12-31 23:59:59.999
2018-03-29 15:38:38.209,124,q1040,a,9000,u145242,b1040,e1040,a,2,27;24;25;185;183,2019-10-30 05:06:40.328
2018-03-29 15:39:04.880,125,q320,a,20000,u145242,b320,e320,a,2,36;37;181;185,1969-12-31 23:59:59.999
2018-03-29 15:39:29.573,126,q1253,a,15000,u145242,b1253,e1253,a,2,46;47;184;185,2019-07-12 00:01:18.398
2018-03-29 15:39:58.846,127,q791,c,18000,u145242,b791,e791,c,2,28;29;181;185,1969-12-31 23:59:59.999
2018-03-29 15:40:23.565,128,q360,c,16000,u145242,b360,e360,c,2,30;36;37;184;181,2018-05-18 09:08:59.562
2018-03-30 15:30:59.095,129,q4565,b,15000,u145242,b3097,e3097,b,5,131,2019-08-09 07:53:02.423
2018-03-30 15:31:15.915,130,q6074,a,8000,u145242,b4606,e4606,a,5,125,2019-09-16 12:12:58.848
2018-03-30 15:31:41.111,131,q5111,d,18000,u145242,b3643,e3643,a,5,76,2019-03-12 02:04:55.842
2018-03-30 15:32:22.912,132,q10189,a,21000,u145242,b7540,e7540,a,5,77,2018-12-21 10:14:09.822
2018-03-30 15:32:57.487,133,q5332,a,27000,u145242,b3864,e3864,a,5,116,2019-10-17 02:15:38.339
2018-03-30 15:33:11.826,134,q6156,b,6000,u145242,b4688,e4688,b,5,91,2019-07-26 07:18:38.641
2018-03-30 15:33:31.300,135,q5262,b,11000,u145242,b3794,e3794,b,5,108,2019-10-17 02:13:29.517
2018-03-30 15:34:14.909,136,q9670,b,35000,u145242,b7021,e7021,a,5,83,2018-05-18 09:40:47.862
2018-03-30 15:35:00.016,137,q5717,b,27000,u145242,b4249,e4249,a,5,76,2019-07-12 00:17:46.739
2018-03-30 15:35:58.914,138,q4087,c,42000,u145242,b2619,e2619,c,5,121,2019-10-30 05:05:59.329
2018-03-30 15:50:18.406,139,q5111,a,6000,u145242,b3643,e3643,a,5,76,2019-03-12 02:04:55.842
2018-03-30 15:50:51.381,140,q4190,c,22000,u145242,b2722,e2722,a,5,76,2019-06-24 09:23:48.789
2018-03-30 15:51:59.174,141,q1345,c,16000,u145242,b1345,e1345,c,2,30;179;46;47;185;183,1969-12-31 23:59:59.999
2018-03-30 15:52:24.565,142,q552,a,18000,u145242,b552,e552,b,2,36;37;184;181,2019-06-24 08:47:02.306
2018-03-30 15:53:07.720,143,q1095,c,16000,u145242,b1095,e1095,c,2,24;33;185;183,2019-11-18 08:20:13.039
2018-03-30 15:53:31.092,144,q455,c,16000,u145242,b455,e455,c,2,23;24;33;184;182,2019-10-30 05:27:52.659
2018-03-30 15:54:11.941,145,q329,a,17000,u145242,b329,e329,a,2,30;179;38;39;183;185,2019-04-12 05:01:17.473
2018-03-30 15:54:33.056,146,q500,b,15000,u145242,b500,e500,b,2,24;43;184;181,2019-09-16 11:52:56.187
2018-03-30 15:55:07.995,147,q559,c,16000,u145242,b559,e559,c,2,30;31;32;184;181,2019-06-24 08:47:15.435
2018-03-30 15:55:49.513,148,q1241,b,15000,u145242,b1241,e1241,b,2,27;24;43;183;185,2019-07-12 00:00:51.261
2018-03-30 15:56:30.723,149,q1051,c,15000,u145242,b1051,e1051,c,2,24;41;185;181,1969-12-31 23:59:59.999
2018-03-30 15:57:00.224,150,q575,c,21000,u145242,b575,e575,b,2,24;41;181;184,2019-10-17 02:18:53.014
2019-01-28 09:28:17.714,1,q4684,c,36000,u461147,b3216,e3216,d,5,71,2019-10-30 05:33:52.167
2019-01-28 09:28:44.115,2,q4368,b,22000,u461147,b2900,e2900,a,5,98,2019-09-16 11:35:10.594
2019-01-28 10:53:26.312,3,q4291,c,38000,u461147,b2823,e2823,a,5,84,2019-07-26 07:44:43.178
2019-01-28 10:55:39.328,4,q489,a,71000,u461147,b489,e489,c,2,30;34;35;184;182,2019-09-16 11:52:22.820
2019-01-28 10:56:45.567,5,q245,c,62000,u461147,b245,e245,c,2,24;25;185;183,2017-12-29 16:09:32.760
2019-01-28 10:57:32.850,6,q218,a,44000,u461147,b218,e218,b,2,24;50;184;185,2019-10-30 05:13:00.056
2019-01-28 11:02:20.926,7,q4124,d,112000,u461147,b2656,e2656,a,5,72,2019-09-17 02:35:23.242
2019-01-28 11:03:13.152,8,q368,a,48000,u461147,b368,e368,b,2,30;24;33;185;183,2019-10-30 05:08:44.493
2019-01-28 11:03:41.649,9,q742,a,25000,u461147,b742,e742,b,2,30;24;45;183;184,1969-12-31 23:59:59.999
2019-01-28 11:04:38.684,10,q5433,b,53000,u461147,b3965,e3965,b,5,96,2019-10-17 02:24:08.484
2019-01-28 11:11:13.630,11,q6255,d,67000,u461147,b4787,e4787,c,5,97,2018-02-20 04:08:44.985
2019-01-28 13:32:45.919,12,q6221,b,59000,u461147,b4753,e4753,c,5,99,2019-05-17 11:33:55.669
2019-11-24 00:32:27.000,1,q6428,a,14000,u832737,b4960,e4960,c,5,85,2019-08-09 08:02:39.789
2019-11-24 00:32:43.000,2,q5871,d,12000,u832737,b4403,e4403,b,5,74,2018-02-20 05:24:06.666
2019-11-24 00:33:03.000,3,q5917,d,16000,u832737,b4449,e4449,d,5,84,2019-06-24 09:04:32.100
2019-11-24 00:33:32.000,4,q4130,d,23000,u832737,b2662,e2662,b,5,74,2019-09-17 02:35:33.394
2019-11-24 00:33:54.000,5,q4133,d,18000,u832737,b2665,e2665,c,5,76,2019-06-24 08:47:46.967
2019-11-24 00:34:13.000,6,q5248,a,15000,u832737,b3780,e3780,a,5,97,2019-10-17 02:13:02.478
2019-11-24 00:34:26.000,7,q8759,a,10000,u832737,b6110,e6110,a,5,83,2019-02-21 01:18:04.892
2019-11-26 11:48:16.592,8,q6428,a,14000,u832737,b4960,e4960,c,5,85,2019-08-09 08:02:39.789
2019-11-26 11:48:33.244,9,q5871,d,12000,u832737,b4403,e4403,b,5,74,2018-02-20 05:24:06.666
2019-11-26 11:48:53.200,10,q5917,d,16000,u832737,b4449,e4449,d,5,84,2019-06-24 09:04:32.100
2019-11-26 11:49:21.681,11,q4130,d,23000,u832737,b2662,e2662,b,5,74,2019-09-17 02:35:33.394
2019-11-26 11:49:43.817,12,q4133,d,18000,u832737,b2665,e2665,c,5,76,2019-06-24 08:47:46.967
2019-11-26 11:50:02.940,13,q5248,a,15000,u832737,b3780,e3780,a,5,97,2019-10-17 02:13:02.478
2019-11-26 11:50:16.248,14,q8759,a,10000,u832737,b6110,e6110,a,5,83,2019-02-21 01:18:04.892
2019-02-24 00:23:00.190,1,q4240,b,39000,u511303,b2772,e2772,d,5,96,2019-10-30 05:13:54.932
2019-02-24 00:23:25.319,2,q505,a,22000,u511303,b505,e505,a,2,31;32;182;181,2019-09-16 11:53:10.277
2019-02-24 00:23:37.885,3,q9580,b,10000,u511303,b6931,e6931,b,5,119,2019-08-09 07:40:08.877
2019-02-24 00:24:13.091,4,q4124,a,32000,u511303,b2656,e2656,a,5,72,2019-09-17 02:35:23.242
2019-02-24 00:24:56.413,5,q5296,d,41000,u511303,b3828,e3828,c,5,80,2019-10-17 02:14:32.366
2019-02-24 00:25:23.582,6,q5200,a,25000,u511303,b3732,e3732,a,5,74,2019-09-16 12:22:30.485
2019-02-24 00:25:41.530,7,q3995,a,16000,u511303,b2527,e2527,a,5,80,2019-07-12 00:07:39.267
2019-02-24 00:26:31.441,8,q4114,a,47000,u511303,b2646,e2646,a,5,76,2019-06-24 08:47:35.567
2019-02-24 00:26:55.266,9,q5762,d,21000,u511303,b4294,e4294,d,5,83,2019-09-16 12:08:36.866
2019-02-24 00:27:20.787,10,q10042,b,22000,u511303,b7393,e7393,d,5,78,2019-05-17 12:02:56.196
2019-02-24 00:30:25.136,11,q5495,b,16000,u511303,b4027,e4027,b,5,96,2019-07-12 00:17:00.182
2019-02-24 00:31:34.133,12,q9610,b,19000,u511303,b6961,e6961,b,5,119,2019-08-09 07:40:46.260
2019-02-24 00:32:21.051,13,q6523,b,17000,u511303,b5055,e5055,b,5,115,2019-08-09 07:55:09.831
2019-02-24 00:33:37.680,14,q9897,a,29000,u511303,b7248,e7248,a,5,77,2018-05-18 09:38:55.326
2019-02-24 00:35:22.065,15,q5072,a,60000,u511303,b3604,e3604,a,5,93,2019-10-17 03:06:15.435
2019-02-24 00:37:35.307,16,q4564,a,10000,u511303,b3096,e3096,a,5,131,2019-08-09 07:53:00.716
2019-02-24 00:37:57.816,17,q5328,b,14000,u511303,b3860,e3860,b,5,115,2019-10-17 02:15:31.339
2019-02-24 00:38:11.429,18,q8528,a,8000,u511303,b5879,e5879,a,5,83,2019-11-18 08:24:00.928
2019-02-24 00:39:09.439,19,q5293,c,52000,u511303,b3825,e3825,d,5,80,2019-10-17 02:14:26.988
2019-02-24 00:40:30.263,20,q4478,a,13000,u511303,b3010,e3010,a,5,112,2019-08-09 07:50:32.725
2018-06-27 10:44:32.694,1,q8098,b,25000,u173961,b5569,e5569,b,1,5;2;182,2017-12-29 15:06:23.093
2018-06-27 10:45:10.279,2,q8074,c,33000,u173961,b5545,e5545,c,1,11;7;183,2018-05-18 08:57:02.552
2018-06-27 10:45:46.062,3,q176,c,32000,u173961,b176,e176,d,1,6;7;183,2017-12-29 14:53:43.800
2018-06-27 10:46:08.542,4,q1279,c,18000,u173961,b1279,e1279,c,2,24;26;182;184,2019-10-17 02:58:38.714
2018-06-27 10:47:28.170,5,q2069,d,25000,u173961,b1623,e1623,d,3,179;52;183;184,2019-03-12 02:28:12.671
2018-06-27 10:47:28.245,5,q2067,a,25000,u173961,b1623,e1623,b,3,52;183;184,2019-03-12 02:28:10.338
2018-06-27 10:47:28.278,5,q2068,b,25000,u173961,b1623,e1623,a,3,55;183;184,2019-03-12 02:28:11.490
2018-06-27 10:48:43.679,6,q3411,a,23666,u173961,b2071,e2071,c,4,64;53;184,2018-05-18 09:07:41.375
2018-06-27 10:48:43.740,6,q3412,a,23666,u173961,b2071,e2071,a,4,64;52;184,2018-05-18 09:07:45.638
2018-06-27 10:48:43.771,6,q3413,b,23666,u173961,b2071,e2071,d,4,64;52;184,2018-05-18 09:07:48.259
2018-06-27 10:49:58.550,7,q2993,c,23333,u173961,b1931,e1931,b,4,59;52;183,2017-12-29 17:07:45.774
2018-06-27 10:49:58.552,7,q2991,d,23333,u173961,b1931,e1931,c,4,59;52;183,2017-12-29 17:07:42.642
2018-06-27 10:49:58.578,7,q2992,b,23333,u173961,b1931,e1931,a,4,59;53;183,2017-12-29 17:07:44.195
2018-06-27 10:51:29.273,8,q2628,c,29000,u173961,b1810,e1810,c,4,64;52;185,2019-07-12 00:15:30.491
2018-06-27 10:51:29.295,8,q2630,a,29000,u173961,b1810,e1810,b,4,64;54;185,2019-07-12 00:15:33.128
2018-06-27 10:51:29.319,8,q2629,d,29000,u173961,b1810,e1810,d,4,64;57;185,2019-07-12 00:15:31.848
2018-06-27 10:51:53.742,9,q4555,c,20000,u173961,b3087,e3087,d,5,130,2019-08-09 07:52:44.343
